,url,title,score
227,https://www.techdirt.com/2022/08/08/new-jersey-cops-are-using-dna-drawn-from-newborns-in-criminal-investigations/,New Jersey Cops Are Using DNA Drawn from Newborns in Criminal Investigations,28
228,https://www.cnet.com/roadshow/news/north-american-production-chip-shortage/,Over 100K Cars Cut from North American Production This Week Due to Chip Shortage,15
229,http://blog.computationalcomplexity.org/2022/08/the-godfather-of-complexity.html,The Godfather of Complexity,72
230,https://www.androidauthority.com/water-resistant-phone-warning-3192071/,Friendly reminder: Your phone’s water resistance rating doesn't mean much,12
231,https://www.nytimes.com/interactive/2022/08/09/technology/ukraine-internet-russia-censorship.html,How Russia Took over Ukraine’s Internet in Occupied Territories,11
232,http://news.netcraft.com/archives/2011/11/15/sustained-ddos-attack-against-4chan.html,Sustained DDoS Attack Against 4chan,16
233,https://www.nationalgeographic.co.uk/science-and-technology/2022/08/sea-creatures-pollinate-marine-plants-and-algae-surprising-scientists,Sea creatures pollinate marine plants and algae,41
234,http://code.mixpanel.com/2011/11/15/internship-stories/,Mixpanel: Internship stories,34
235,https://ably.com/blog/cloud-pubsub-services-compared-azure-web-pubsub-ably,Cloud pubsub services compared: Azure Web PubSub vs. Ably,13
236,https://github.com/readme/guides/maintainer-monolith,Breaking Apart the maintainer Monolith (By Swyx),15
237,https://www.space.com/india-sslv-rocket-first-launch,India's rocket fails to put satellites in right orbit in debut launch,21
238,https://blog.upbound.io/succeeding-as-a-fully-remote-project-manager/,Succeeding as a Fully Remote Product Manager Means Breaking Meeting Dependence,17
239,https://www.theatlantic.com/magazine/archive/2022/03/how-to-change-your-personality-happiness/621306/,I Gave Myself Three Months to Change My Personality,12
240,https://blog.cloudflare.com/2022-07-sms-phishing-attacks/,The mechanics of a sophisticated phishing scam and how we stopped it,20
241,https://www.getlago.com/blog/why-heroku-like-pricing-models-are-hard-to-build,Why Heroku-like pricing models are hard to build,27
242,https://arstechnica.com/information-technology/2022/08/architectural-bug-in-some-intel-cpus-is-more-bad-news-for-sgx-users/,"SGX, Intel’s supposedly impregnable data fortress, has been breached yet again",32
243,https://twitter.com/dagsterio/status/1557040015237976065,Show HN: We Built Vercel for Data Engineers,17
244,https://www.nintendolife.com/news/2022/08/super-punch-out-hidden-two-player-mode-discovered-28-years-later,Two player mode in Super Punch Out ( SNES ) discovered,14
245,https://www.eurekalert.org/news-releases/960931,Scientists issue plan for rewilding the American West,11
246,http://www.scribd.com/hacks,Engineering Fun at Scribd: Remote-Controlled Skeleton Car,23
247,https://www.productled.org/foundations/what-is-product-led-growth,What is product-led growth?,17
248,https://www.nbcnews.com/tech/tech-news/facebook-turned-chat-messages-mother-daughter-now-charged-abortion-rcna42185,Facebook turned over chat messages of mother and daughter charged over abortion,27
249,https://www.historytoday.com/archive/missing-pieces/going-goinggoethe,"Going, going... Goethe?",25
250,https://drewdevault.com/2022/08/10/Organizing-my-thoughts.html,How I wish I could organize my thoughts,12
251,https://gentimedia.com/,Show HN: Genti Audio – Stories and podcasts in African languages,13
252,https://zellij.dev/news/sixel-search-statusbar/,Zellij – terminal multiplexer with Sixel support,11
253,https://blog.cachix.org/posts/2022-07-29-cachix-deploy-public-beta/,Cachix Deploy Public Beta,12
254,https://codebits.eu/s/blog/64ba234e87473f8b9997496e2ceaa16b,Codebits: BREAKING NEWS IOCCC IS BACK,11
255,https://web3isgoinggreat.com/single/kucoin-announces-anti-fud-fund-to-track-down-and-sue-critics,KuCoin announces “Anti-FUD Fund” to track down and sue critics,16
256,https://www.analogue.co/developer,Analogue: OpenFPGA,14
257,https://www.theatlantic.com/science/archive/2022/07/moon-lunar-pits-comfortable-temperature/670991/,The Coziest Spot on the Moon,11
258,https://www.theverge.com/2022/7/29/23282660/analogue-pocket-spacewar-1962,Analogue releases video game from 1962 on the Pocket,12
259,https://www.schneier.com/blog/archives/2022/07/microsoft-zero-days-sold-and-then-used.html,Microsoft Zero-Days Sold and Then Used,15
260,https://minimaxir.com/2022/07/food-photography-ai/,Absurd AI-Generated Professional Food Photography with DALL-E 2,22
261,https://cyb3rsecurity.tips/p/-using-google-analytics-you-better,Using Google Analytics? Think about a plan B,29
262,https://lwn.net/Articles/759188/,IR Decoding with BPF,40
263,https://blog.wolfram.com/2022/07/29/four-things-about-wolframalpha-you-may-not-know/,Four Things about Wolfram Alpha You May Not Know,23
264,https://northvolt.com/articles/northvoltett-delivers/,Europe's first homegrown gigafactory delivers,14
265,https://twitter.com/bps_space/status/1553103061135945728,"Here we have it, the first successful model rocket propulsive landing",25
266,https://imhex.werwolv.net/,"ImHex – A Hex Editor for Reverse Engineers, Programmers",12
267,https://arstechnica.com/science/2022/07/us-regulators-will-certify-first-small-nuclear-reactor-design/,US regulators will certify first small nuclear reactor design,59
268,https://www.science.org/content/blog-post/faked-crystallography,Faked Crystallography,63
269,https://www.washingtonpost.com/outlook/2022/07/29/bee-cognition-insect-intelligence-research/,The Consciousness of Bees,13
270,https://scottaaronson.blog/?p=6622,Juris Hartmanis (1928-2022),13
271,https://dejanualexandru.medium.com/the-mathematics-behind-monitoring-ddbd9403c32c,The mathematics behind monitoring,15
272,https://theconversation.com/revealed-untold-story-of-the-cia-stasi-double-agent-abandoned-after-22-years-of-service-174668,Untold story of the CIA/Stasi double agent abandoned after 22 years of service,45
273,https://www.zynthian.org/,Zynthian – Open Synth Platform,23
274,http://devver.net/blog/2008/10/ruby-tools-roundup/,"Ruby Tools Roundup, reviewing 10 tools that can make your project better",18
275,https://blogs.mathworks.com/cleve/2022/04/01/the-enigma-qube-merging-an-enigma-machine-and-a-rubiks-cube/,"The Enigma Qube, Merging an Enigma Machine and a Rubik’s Cub",36
276,http://sushimee.com,10 Year Old Entrepreneur Launches Sushimee at Startup Weekend,14
277,https://www.theregister.com/2022/08/01/google_london_outage_incident_report/,Google shut down London datacentre to save it during heatwave,13
278,https://julienblanchard.com/c-styles,C Styles: a collection of interesting C style guides,22
279,https://www.military.com/off-duty/star-treks-lt-uhura-was-nasa-recruiter-and-it-worked-charm.html,'Star Trek's' Lt. Uhura Was a NASA Recruiter. And It Worked Like a Charm.,24
280,https://twitter.com/axboe/status/1554115250588471297,"Io_uring: 122M IOPS in 2U, with 80% of the system idle",16
281,https://www.phoronix.com/news/Lenovo-Linux-2022-State,"Lenovo Expects 30+ Platforms with Linux Support This Year, Both AMD and Intel",17
282,https://www.nytimes.com/2022/07/27/opinion/alabama-fines-fees.html,Alabama Takes from the Poor and Gives to the Rich,13
283,https://www.theguardian.com/world/2022/aug/01/germany-puts-coal-power-plant-back-on-network-after-gas-supply-cut,Germany puts coal power plant back on network after gas supply cut,16
284,https://www.science.org/content/blog-post/tiny-proteins-getting-sorted-out,"Tiny Proteins, Getting Sorted Out",31
285,https://cybernews.com/apple-network-traffic-went-through-russia-for-12-hours/,Apple network traffic went through Russia for 12 hours,13
286,https://www.theguardian.com/games/2022/aug/02/pressing-paws-stray-the-video-game-thats-a-hit-with-cats-and-their-humans,"Stray, the video game that’s a hit with cats (and their humans)",14
287,https://planetscale.com/blog/how-planetscale-prevents-mysql-downtime,PlanetScale Prevents MySQL Downtime,20
288,https://exafunction.com/blog/ecc-gpu,Increase usable cloud GPU memory by up to 6.6% through disabling ECC,22
289,https://news.cornell.edu/stories/2022/08/earlier-wheat-planting-will-boost-yields-eastern-india,Earlier wheat planting will boost yields in eastern India,19
290,https://www.theguardian.com/books/2022/aug/02/pearson-plans-to-sell-its-textbooks-as-nfts,Pearson plans to sell its textbooks as NFTs,17
291,http://particletree.com/features/on-the-tenacity-of-internet-explorer-6/,On the Tenacity of Internet Explorer 6,27
292,http://unitedwithisrael.org/israel-develops-cancer-vaccine/,Israel develops cancer vaccine,11
293,https://budibase.com/blog/updates/a-story-about-open-source-the-bulgarian-government-and-the-war-in-ukraine/,"A story about open-source, the Bulgarian Government, and the war in Ukraine",26
294,https://asindu.xyz/math-for-the-lay-man/,Math for the Layman,13
295,http://www.eetimes.com/electronics-news/4230565/AMD-s-Interlagos-and-Valencia-finally-emerge,AMD's Interlagos and Valencia finally emerge,21
296,https://www.salon.com/2022/02/16/nfts-arent-art--theyre-just-the-of-cryptos-latest-scam/,NFTs aren't art – they're just the Cult of Crypto's latest scam,11
297,https://www.vice.com/en/article/xgyy7z/ai-is-inventing-its-own-fundamental-physics-and-scientists-are-baffled,AI Is Discovering Its Own ‘Fundamental’ Physics and Scientists Are Baffled,17
298,https://baymard.com/blog/line-length-readability,Readability: The Optimal Line Length,14
299,https://www.city-journal.org/new-york-city-criminal-justice-guardrails-are-falling,New York City’s Growing Behavior Gap,21
300,https://lore.kernel.org/lkml/CABG1boOzm2Ya2PphtEXLwUN143HmosfVUt3wAg09hzwJA_59bQ@mail.gmail.com/,Can a Linux kernel module blow the PC speaker?,18
301,https://techcrunch.com/2022/08/04/tutanota-cries-antitrust-foul-over-microsoft-teams-blocking-sign-ups-for-its-email-users/,Tutanota cries antitrust foul over Microsoft Teams blocking its email users,16
302,https://www.gamedeveloper.com/design/how-forza-s-drivatar-actually-works,How Forza's Drivatar Works (2021),15
303,https://climateandsecurity.files.wordpress.com/2019/07/implications-of-climate-change-for-us-army_army-war-college_2019.pdf,Implications of Climate Change [pdf],15
304,https://www.historytoday.com/archive/making-history/explicit-content,Explicit Content,22
305,https://www.wired.co.uk/article/drone-contraband-deliveries-prisons-united-states,Drone Contraband Deliveries Are Rampant at US Prisons,21
306,https://compilerspotlight.substack.com/p/language-showcase-fennel,Language Showcase: Fennel,23
307,http://jessenoller.com/good-to-great-python-reads/,Good to Great Python reads,41
308,http://www.jespersaur.com/drupal/book/export/html/21,Learning how to reverse engineer a Windows USB driver: the Luxeed LED keyboard,21
309,https://brownstone.org/articles/brown-universitys-silence-on-post-vaccine-myocarditis/,Brown University’s Silence on Post-Vaccine Myocarditis,17
310,https://john-millikin.com/stateless-kubernetes-overlay-networks-with-ipv6,Stateless Kubernetes overlay networks with IPv6,23
311,https://blenderbot.ai/,BlenderBot: A Conversational AI Prototype,14
312,http://highrise.nfb.ca/onemillionthtower,One Millionth Tower - HTML5 Documentary,32
313,https://twitter.com/rsgnl/status/1555628206518157312,Cult of Mac blatantly plagiarising Mac Rumors content,14
314,https://www.bbc.co.uk/news/uk-wales-62442127,Major NHS computer outage caused by cyber attack,13
315,https://www.salon.com/2022/08/05/earth-is-spinning-faster-than-it-should-be-and-no-one-is-sure-why/,Earth is spinning faster than it should be and no one is sure why – Salon.com,14
316,https://harvardnsj.org/wp-content/uploads/sites/13/2022/06/Vol13Iss2_Kostyuk-Landau_Dual-EC-DRGB.pdf,HNSJ: The Consequences of Corrupting a Cryptographic Standardization Process [pdf],40
317,https://chestofbooks.com/crafts/scientific-american/sup3/Whistling-Buoys.html,Whistling Buoys,14
318,https://blogs.bl.uk/european/2022/08/a-bibliographical-mystery-solved.html,A Bibliographical Mystery Solved,17
319,https://wiseinternational.org/nuclear-monitor/872-873/forgotten-history-small-nuclear-reactors,Forgotten history of small nuclear reactors,14
320,http://www.extremetech.com/computing/105029-intel-4004-the-first-cpu-is-40-years-old-today,"Intel 4004, the first CPU, is 40 years old today",11
321,https://web.archive.org/web/20121102233704/http://imh.org/history-of-the-horse/legacy-of-the-horse/harnessing-the-horse/kikkuli-1345.html,"Kikkuli, 1345 BCE: Training the Chariot Horse",29
322,https://phys.org/news/2022-08-pompeii-highlight-middle-class-life-doomed.html,New Pompeii finds highlight middle-class life in doomed city,34
323,https://techxplore.com/news/2022-08-flight-tracking-exposure-irks-billionaires.html,Flight tracking exposure irks billionaires and baddies,15
324,https://security.stackexchange.com/questions/192553/what-do-you-search-for-in-open-source-code-to-be-sure-there-isnt-malicious-code,What to search for in open source code to be sure there isn't malicious code?,14
325,http://szabgab.com/how-to-teach-modern-perl.html,"How to teach ""Modern"" Perl?",40
326,https://concord.sh/posts/2022/08/uefi-secure-boot-the-right-way/,./Concord.sh: UEFI Secure Boot the Right Way,12
327,http://swizec.com/blog/we-are-not-generation-sell/swizec/2926,We are not generation sell,19
328,https://www.independent.co.uk/news/world/europe/portugal-former-dictator-salazar-book-b2007149.html,Portugal ‘fooled’ ex-dictator to believe he still led from his sickbed,16
329,https://www.theglobeandmail.com/opinion/article-subscription-overload-why-our-right-to-own-is-important-in-a/,Why our ‘right to own’ is important in a subscription-based world,25
330,https://www.protocol.com/policy/russia-ukraine-telegram-instagram-youtube,How Russia’s troll army spread on YouTube and Instagram,13
331,https://www.theregister.com/2022/08/08/google_workspace_lawsuit/,Google sued for dropping free Workspace apps,24
332,https://github.blog/2022-08-08-new-request-for-comments-on-improving-npm-security-with-sigstore-is-now-open/,Improving NPM Security with Sigstore,21
333,https://planetscale.com/blog/database-devops,Database DevOps,15
334,http://en.wikipedia.org/wiki/ZigBee,"ZigBee - Low Power, Low Cost, Mesh wireless for control/sensor network",12
335,https://blogs.bl.uk/digitisedmanuscripts/2022/08/breaking-news.html,Breaking the news of the fall of Richard II,14
336,https://www.freebsd.org/status/report-2022-04-2022-06/,FreeBSD Quarterly Status Report Second Quarter 2022,13
337,https://theamericanscholar.org/the-disappearing-modernists/,The Disappearing Modernists,19
338,https://globalnews.ca/news/9047489/hootsuite-layoffs-canada-tech/,Hootsuite cutting 30% of staff in latest round of tech layoffs,15
339,https://fuinn.github.io/mos-docs/,"Show HN: MOS, an application to help you deploy mathematical optimization models",12
340,https://news.mongabay.com/2022/06/world-is-losing-magical-tradition-of-human-animal-mutualism-study-warns/,"World is losing ‘magical’ tradition of human-animal mutualism, study warns",18
341,https://layoffbase.com/,Show HN: Layoffbase – the place where you can get a new tech job after layoff,11
342,https://www.nature.com/articles/d41586-022-02083-2,‘The entire protein universe’: AI predicts shape of nearly every known protein,26
343,https://github.com/fcoury/oxide,OxideDB – Teach PostgreSQL Database How to Speak MongoDB Wire Protocol,16
344,https://www.computerworld.com/article/3668548/the-story-behind-google-s-in-house-desktop-linux.html,Google’s In-House Desktop Linux,15
345,https://www.justice.gov/opa/pr/russian-national-charged-conspiring-have-us-citizens-act-illegal-agents-russian-government,Russian National Charged with Conspiring to Act as Illegal Agents of the Russia,20
346,https://coloraround.xyz/,Show HN: ColorAround – where you need to find a color around u using the camera,14
347,http://clientside.cnet.com/best-practices/jquery-and-the-ajax-experience-programming-to-the-pattern-and-what-really-makes-one-framework-different-from-another/,What Really Makes One Framework Different From Another,11
348,https://vole.wtf/kubrick-times/,The Kubrick Times,38
349,https://www.os2museum.com/wp/antique-display-driving/,Antique Display Driving,25
350,https://www.theregister.com/2022/07/29/us_judiciary_attack/,US court system suffered 'incredibly significant attack' – sealed files at risk,13
351,http://techcrunch.com/2011/11/12/10-things-entrepreneurs-dont-learn-in-college/,Things Entrepreneurs don't learn in college,19
352,https://www.lucacambiaghi.com/posts/ipad-main-computer.html,I turned my iPad Pro into my main computer (2021),14
353,https://thehill.com/opinion/energy-environment/3539703-no-miracle-tech-needed-how-to-switch-to-renewables-now-and-lower-costs-doing-it/,No miracle tech needed: How to switch to renewables now and lower costs doing it,12
354,https://www.theverge.com/2022/7/29/23283837/nj-police-baby-dna-crimes-lawsuit-public-defender,"NJ police used baby DNA to investigate crimes, lawsuit claims",11
355,https://gizmodo.com/data-brokers-selling-pregnancy-roe-v-wade-abortion-1849148426,Companies Know When You're Pregnant–and They're Not Keeping It Secret,14
356,https://sites.psu.edu/seticourse/9-dimensional-haystack/,9-Dimensional Haystack,38
357,https://github.com/defano/wyldcard,WyldCard: A clone of Apple's Hypercard and HyperTalk scripting language,23
358,https://www.youtube.com/watch?v=SiCvGQnweAg,Yuval Noah Harari: The Actual Cost of Preventing Climate Breakdown,13
359,https://greenwald.substack.com/p/court-rejects-googles-attempt-to,Court Rejects Google's Attempt to Dismiss Rumble's Antitrust Lawsuit,11
360,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4167193,Business Retreats and Sanctions Are Crippling the Russian Economy,13
361,https://github.com/sysrpl/Tiny.Sim,Codebot.Tiny – A tiny library for rendering animated 2D/3D graphics,46
362,https://www.morganstanley.com/im/publication/insights/articles/article_goodlossesbadlosses.pdf,"Good Losses, Bad Losses [pdf]",29
363,https://www.inverse.com/culture/stargate-sg-1-25th-anniversary,25 YRs Ago a Stellar SCI-FI Show Saved a Broken Franchise and Changed TV History,12
364,https://arstechnica.com/gaming/2022/07/star-trek-icon-nichelle-nichols-dead-at-89/,Star Trek icon Nichelle Nichols dead at 89,17
365,https://www.cnn.com/2022/07/31/entertainment/nichelle-nichols-star-trek-dies/index.html,"Nichelle Nichols, trailblazing 'Star Trek' actress, dies at 89",12
366,https://slp.prose.sh/running-microvms-on-m1,Running Linux MicroVMs on macOS (M1/M2),29
367,https://www.jackos.io/rust-kernel/rust-for-linux.html,Rust Linux kernel development,95
368,http://people.csail.mit.edu/phw/interview.html,"From a 2050 interview with Sarah Winston, former President of the United States",12
369,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2011/11/11/BUKH1LSL96.DTL&type=tech,"LinkedIn, others show why transparency is needed",23
370,https://newatlas.com/energy/blowhole-wave-energy-generator/,Blowhole wave energy generator exceeds expectations in 12-month test,16
371,https://www.ftc.gov/news-events/news/press-releases/2022/08/ftc-takes-action-stop-online-home-buying-firm-opendoor-labs-inc-cheating-potential-sellers,FTC Takes Action to Stop Opendoor from Cheating Potential Sellers,140
372,https://twitter.com/joebarnard/status/1551203348291825665,BPS.Space landed a model rocket after 7 years,25
373,https://cointelegraph.com/news/nomad-token-bridge-drained-of-190m-in-funds-in-security-exploit,Nomad token bridge drained of $190M in funds in security exploit,13
374,https://www.businessinsider.com/electric-vehicle-startup-rivian-layoffs-stock-headache-amazon-ford-2022-7,Rivian lays off hundreds of workers,15
375,https://www.backblaze.com/blog/backblaze-drive-stats-for-q2-2022/,Backblaze Drive Stats for Q2 2022,43
376,https://www.quantamagazine.org/the-computer-scientist-trying-to-teach-ai-to-learn-like-we-do-20220802/,The Computer Scientist Challenging AI to Learn Better,11
377,http://www.startupsmart.com.au/funding/american-express-to-plough-$100-million-into-digital-start-ups/201111114529.html,American Express to plough $100 million into digital start-ups,33
378,https://github.com/barafael/cute-copter,A little whimsy copter based on a PCB frame,26
379,https://www.cam.ac.uk/stories/climateendgame,Climate change potential to end humanity ‘dangerously underexplored’,39
380,https://www.theinformation.com/articles/y-combinator-slashes-startup-accelerator-class-size-by-40,Y Combinator Slashes Startup Accelerator Class Size by 40%,41
381,https://github.com/BowenFu/hspp,"Show HN: Mom, can we have (Haskell flavored) post-modern C++ at home?",20
382,https://publicdomainreview.org/collection/allegorical-maps-of-love-courtship-and-matrimony/,"Allegorical maps of love, courtship, and matrimony",31
383,https://www.archaeology.org/issues/476-2207/letter-from/10625-georgia-stone-mounds,A complex of Native American rock mounds bears witness to ancient traditions,54
384,https://www.uc.edu/news/articles/2022/08/using-light-to-restore-cell-function.html,Using light to restore cell function,40
385,https://github.com/lurk101/pshell,"A tiny Raspberry Pico shell with flash file system, vi, and C compiler",38
386,https://lcarsde.github.io/index.html,Star Trek Lcars Desktop Environment,15
387,http://www.vccafe.com/silicon-valley/the-rise-of-silicon-roundabout-tech-city-uk-in-10-links/,Everything you need to know about Silicon Roundabout  in 10 links,26
388,https://futurism.com/the-byte/hackers-loot-blockchain-bridge-millions,Hackers Loot Blockchain Bridge for Millions in “Frenzied Free for All”,17
389,https://www.oreilly.com/radar/scaling-false-peaks/,Scaling False Peaks,23
390,https://www.dylanpaulus.com/,Advice for New Software Engineers,11
391,https://fedoraproject.org/wiki/Changes/RaspberryPi4,Fedora 37 to officially support Raspberry Pi 4,14
392,https://www.slowboring.com/p/the-monkeypox-situation-keeps-getting,The monkeypox situation keeps getting worse,11
393,http://insidesearch.blogspot.com/2011/11/ten-recent-algorithm-changes.html,Ten recent algorithm changes,62
394,http://hkarthik.me/blog/2011/11/11/my-reasons-for-leaving-net/,My Reasons for Leaving .NET,11
395,https://support.apple.com/en-us/HT201607,You must sign into a mailbox with Apple Mail to change the default Mac mail app,15
396,https://www.thedrive.com/the-war-zone/russia-building-ghost-bridges-with-radar-reflectors-in-ukraine,Russia Is Building 'Ghost Bridges' with Radar Reflectors,11
397,http://vanessahurst.com/80059811,Piercing the Tech Networking Bubble with Open Mentoring,22
398,https://www.cloudflare.net/news/news-details/2022/Cloudflare-Announces-Second-Quarter-2022-Financial-Results/default.aspx,Cloudflare Announces Second Quarter 2022 Financial Results,20
399,http://hainbit.com/c/B0/10-must-have-gadgets,10 Must-Have Gadgets,14
400,https://www.nextplatform.com/2022/08/04/e-pluribus-network-arista-networks-that-is/,"E Pluribus, Network – Arista Networks, That Is",27
401,https://www.aboutamazon.com/news/company-news/amazon-and-irobot-sign-an-agreement-for-amazon-to-acquire-irobot,Amazon to Acquire iRobot,68
402,http://venturebeat.com/2011/11/14/vint-cerf/,Vint Cerf: The government is going overboard in Internet copyright control,121
403,https://defector.com/inside-hollywoods-visual-effects-crisis/,Hollywood’s Visual Effects Crisis,15
404,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-821-programming-languages-fall-2002/syllabus/,SICP is still used at MIT at graduate level.,46
405,https://www.hsdl.org/?abstract&did=750070,Simple Sabotage Field Manual (1945),31
406,https://twitter.com/software_daily/status/1555612414477242370,Jeff from Software Daily passed away,29
407,https://grahamcluley.com/kaspersky-blames-misconfiguration-after-customers-receive-dear-and-lovely-email/,Kaspersky blames misconfiguration after customers receive “dear and lovely”email,15
408,https://www.joinsquad.co,Show HN: Squad – Group accountability partners for building atomic habits,15
409,https://metro.co.uk/2022/08/03/ants-crawl-inside-womans-kindle-and-start-buying-books-17117367/,Ants crawl inside woman’s Kindle and start buying books,14
410,https://github.com/mxmlnkn/pragzip,Show HN: Thread-Parallel Decompression and Random Access to Gzip Files (Pragzip),15
411,https://www.cnn.com/2022/08/03/politics/fema-emergency-alert-software-warning/index.html,FEMA warns emergency alert systems could be hacked to transmit fake messages,15
412,https://spectrum.ieee.org/history-of-augmented-reality,A Parachute Accident in 1992 jump-started the birth of Augmented Reality,28
413,https://unblob.org/,Show HN: Unblob – accurate and fast extraction suite for 30+ formats,17
414,http://www.cato.org/pub_display.php?pub_id=9685,Bank Loans Have Not 'Dried Up',18
415,https://www.sandboxx.us/blog/why-the-military-has-an-office-dedicated-to-tracking-the-worlds-biggest-blocks-of-ice/,The Military Has an Office Dedicated to Tracking World’s Biggest Blocks of Ice,19
416,https://daniel.haxx.se/blog/2022/08/08/how-i-merge-prs-in-curl/,How I merge PRs in curl,19
417,http://dongchaoyang.top/text-to-sound-synthesis-demo/,Diffsound: Discrete Diffusion Model for Text-to-Sound Generation,51
418,https://home.treasury.gov/policy-issues/financial-sanctions/recent-actions/20220808,OFAC Sanctions on Tornado Cash,32
419,https://news.yahoo.com/russians-threaten-blow-mined-zaporizhzhia-084905084.html,Russians threaten to blow up mined Zaporizhzhia Nuclear Power Plant Energoatom,14
420,https://en.tutiempo.net/astronomy/sun-earth-moon-3d.html,"Sun, Earth and Moon Position – 3D Simulator",17
421,https://arstechnica.com/gadgets/2022/08/rumors-delays-and-early-testing-suggest-intels-arc-gpus-are-on-shaky-ground/,"Rumors, delays, and early testing suggest Intel’s Arc GPUs are on shaky ground",11
422,https://www.phoronix.com/news/FreeBSD-Q2-2022,"FreeBSD in Q2-2022: 30k Ports, Driver Improvements, Better Linux Compatibility",15
423,http://lambda-the-ultimate.org/node/3035,Solutions to SICP Exercises,13
424,https://apnews.com/article/science-health-ticks-73fab8e29f3e2243c2db5bc33b3265e1,First phase 3 Lyme vaccine clinical trial in 20 years begins,17
425,http://www.corensic.com/Learn/Resources/ConcurrencyTutorialPartNine.aspx,C++11 Concurrency Series: 9. Condition Variables and Message Passing ,34
426,https://xeiaso.net/blog/tarot-for-hackers-2019-07-24,Tarot for Hackers (2019),19
427,http://www.cyberpunkreview.com/internet-find/first-recorded-usage-of-hacker-from-mit-paper-in-1963/,First recorded usage of “Hacker” from MIT paper in 1963,26
428,https://github.com/FairwindsOps/gonogo,GoNoGo: Determine the upgrade confidence of your K8s cluster addons,19
429,https://arstechnica.com/gadgets/2022/07/samsungs-repair-mode-lets-technicians-look-at-your-phone-not-your-data/,"Samsung’s “repair mode” lets technicians look at your phone, not your data",12
430,https://www.ams.org/notices/200902/rtx090200212p.pdf,Birds and Frogs (2009) [pdf],16
431,https://www.red-lang.org/2022/07/new-red-binaries.html,New Red Binaries,19
432,https://twitter.com/kenshirriff/status/1552723519087198208,Himars mobile rocket launcher “virtual” teardown,11
433,https://www.theverge.com/2022/7/29/23283942/us-justice-department-federal-courts-data-breach-solar-winds,The US’s federal courts were reportedly hit by another data breach,12
434,https://musictheory.pugetsound.edu/mt21c/frontmatter.html,Music Theory for the 21st-Century Classroom,18
435,https://www.autodidacts.io/how-to-start-a-project/,How to Start a Project: An Infocomic,25
436,https://github.com/NarrativeScience/log.io,Log.io – Real-time log monitoring in the browser,14
437,https://www.cell.com/joule/fulltext/S2542-4351(22)00191-X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS254243512200191X%3Fshowall%3Dtrue,Triple-junction solar cells with 39.5% efficiency via quantum well superlattices,12
438,http://www.toghq.com/,"Tog: A New, Non-Intrusive Way To Social Network-ify Your Rails Apps",15
439,https://github.com/OpenBMB/BMList,"BMList – A list of big pre-trained models (GPT-3, DALL-E2...)",55
440,https://www.cnbc.com/2022/07/29/amd-passes-intel-in-market-cap.html,AMD passes Intel in market cap,15
441,https://evjang.com/2022/07/23/robotics-generative.html,How can we make robotics more like generative modeling?,61
442,https://alexanderell.is/posts/3d-scan/,Funny artifacts in a 3D house scan,33
443,https://www.ft.com/content/074b881f-a931-4986-888e-2ac53e286b9d,Apple’s privacy changes create windfall for its own advertising business,21
444,http://blog.fogus.me/2009/03/26/baysick-a-scala-dsl-implementing-basic/,Baysick: A Scala DSL Implementing BASIC (2009),31
445,https://aeon.co/essays/downtime-is-not-an-option-meet-the-stewards-of-the-cloud,The People Of The Cloud,45
446,http://www.readwriteweb.com/archives/cern_officially_unveils_its_gr.php,"CERN Officially Unveils Its Grid: 100,000 Processors, 15 Petabytes a Year",15
447,https://ellipticnews.wordpress.com/2022/07/31/breaking-supersingular-isogeny-diffie-hellman-sidh/,Breaking supersingular isogeny Diffie-Hellman (SIDH),23
448,https://lexman.rocks,Lexman Artificial Podcast (100% AI-generated podcast),22
449,https://9to5mac.com/2022/08/01/iphone-ban/,Apple claims human rights violation over iPhone ban in Colombia,12
450,https://www.coindesk.com/tech/2022/08/02/nomad-bridge-drained-of-nearly-200-million-in-exploit/,Nomad Bridge Drained of Nearly $200M in Exploit,19
451,https://astralcodexten.substack.com/p/model-city-monday-8122,Model City Monday,17
452,https://airandspace.si.edu/stories/editorial/defending-superbomber-b-29s-central-fire-control-system,The B-29's automated central fire control system (1945),32
453,https://github.com/vercel-labs/hacker-news-slack-bot,Show HN: Get Slack notifications for Hacker News mentions,15
454,https://www.roshi.ai/activities,Show HN: Duolingify – Turn YouTube videos or text into language-learning games,11
455,http://www.ustream.tv/recorded/18455566,Render Kinect data in a canvas element using NodeJS+Socket.IO (skip to 21:50),26
456,https://www.washingtonpost.com/opinions/2022/08/02/nancy-pelosi-taiwan-visit-op-ed/,Nancy Pelosi: Why I’m leading a congressional delegation to Taiwan,13
457,https://www.washingtonpost.com/technology/2022/08/02/why-gadgets-die/,Why your gadgets die so quickly,28
458,https://www.wsj.com/articles/equifax-sent-lenders-inaccurate-credit-scores-on-millions-of-consumers-11659467483,Equifax Sent Lenders Inaccurate Credit Scores on Millions of Consumers,43
459,https://twitter.com/typeswitch/status/1553168358215917568,JIT Compiler for Forth,36
460,https://www.callapple.org/programming/apple-ii-software-enthusiasts-summer-2022-challenge/,Apple II Software Enthusiasts Summer 2022 Challenge,18
